miRNA	cellontology	sign	pvalue
hsa-miR-4771-2-5p	mesodermal cell	enriched	2.35628e-06
hsa-miR-4772-5p	leukocyte	enriched	4.83197e-29
hsa-miR-4772-5p	hematopoietic cell	enriched	6.71595e-28
hsa-miR-4772-5p	lymphocyte	enriched	1.57157e-11
hsa-miR-4772-5p	epithelial cell	depleted	0.000134789
hsa-miR-4773-1-5p	myeloid leukocyte	enriched	5.71882e-05
hsa-miR-4773-1-5p	stromal cell	enriched	5.85064e-05
hsa-miR-4773-1-5p	extracellular matrix secreting cell	enriched	0.000183638
hsa-miR-4773-1-5p	epithelial cell	depleted	1.74555e-06
hsa-miR-4773-2-5p	myeloid leukocyte	enriched	4.72648e-05
hsa-miR-4773-2-5p	stromal cell	enriched	4.86038e-05
hsa-miR-4773-2-5p	extracellular matrix secreting cell	enriched	0.000156246
hsa-miR-4773-2-5p	epithelial cell	depleted	2.19446e-06
hsa-miR-4775	mesothelial cell	enriched	5.41597e-08
hsa-miR-4775	squamous epithelial cell	enriched	1.21143e-07
hsa-miR-4775	lining cell	enriched	1.47536e-07
hsa-miR-4775	lymphocyte	depleted	3.04245e-11
hsa-miR-4775	leukocyte	depleted	2.4043e-09
hsa-miR-4775	hematopoietic cell	depleted	4.71196e-08
hsa-miR-4777-3p	myeloid leukocyte	enriched	1.01459e-08
hsa-miR-4777-3p	monocyte	enriched	3.06602e-08
hsa-miR-4777-3p	macrophage	enriched	1.17716e-07
hsa-miR-4777-3p	leukocyte	depleted	1.00003e-10
hsa-miR-4777-3p	hematopoietic cell	depleted	1.90534e-10
hsa-miR-4781-3p	leukocyte	enriched	9.89473e-23
hsa-miR-4781-3p	hematopoietic cell	enriched	1.07992e-20
hsa-miR-4781-3p	lymphocyte	enriched	3.70796e-10
hsa-miR-4786-5p	pluripotent stem cell	enriched	1.18768e-06
hsa-miR-4786-5p	iPS	enriched	7.64449e-05
hsa-miR-4787-3p	pluripotent stem cell	enriched	2.78177e-12
hsa-miR-4787-3p	embryonic stem cell	enriched	1.89209e-08
hsa-miR-4787-3p	retinal pigment epithelial cell	enriched	7.26096e-05
hsa-miR-4787-3p	mesodermal cell	depleted	3.34575e-07
hsa-miR-4787-3p	muscle cell	depleted	9.75139e-06
hsa-miR-4787-3p	smooth muscle cell	depleted	6.95404e-05
hsa-miR-4788	hematopoietic cell	depleted	7.7145e-05
hsa-miR-4788	leukocyte	depleted	0.000110786
hsa-miR-4792	mast cell	enriched	8.1585e-05
hsa-miR-4793-3p	pluripotent stem cell	enriched	2.8604e-05
hsa-miR-4794-3p	pluripotent stem cell	enriched	4.30812e-06
hsa-miR-4794-3p	embryonic stem cell	enriched	5.04117e-05
hsa-miR-4796-3p	leukocyte	depleted	6.38031e-06
hsa-miR-4796-3p	hematopoietic cell	depleted	1.55713e-05
hsa-miR-4800-3p	myeloid leukocyte	depleted	2.70252e-05
hsa-miR-4800-3p	leukocyte	depleted	7.72581e-05
hsa-miR-4800-3p	hematopoietic cell	depleted	0.000118324
hsa-miR-4802-3p	monocyte	enriched	1.04867e-16
hsa-miR-4802-3p	phagocyte	enriched	6.40074e-11
hsa-miR-4802-3p	myeloid leukocyte	enriched	1.20103e-10
hsa-miR-4802-3p	epithelial cell	depleted	0.000298096
hsa-miR-4804-5p	blood vessel endothelial cell	enriched	9.01569e-05
hsa-miR-4999-5p	lymphocyte	enriched	2.26075e-12
hsa-miR-4999-5p	leukocyte	enriched	1.49587e-10
hsa-miR-4999-5p	hematopoietic cell	enriched	9.5066e-10
hsa-miR-4999-5p	mesodermal cell	depleted	1.2361e-06
hsa-miR-5000-3p	lymphocyte	enriched	3.77876e-12
hsa-miR-5000-3p	leukocyte	enriched	2.24433e-09
hsa-miR-5000-3p	hematopoietic cell	enriched	1.02587e-08
hsa-miR-5000-3p	mesodermal cell	depleted	1.09102e-06
hsa-miR-5001-5p	lymphocyte	depleted	0.000306558
hsa-miR-5002-5p	endothelial cell	enriched	3.96485e-07
hsa-miR-5002-5p	epithelial cell	enriched	2.34411e-06
hsa-miR-5002-5p	lining cell	enriched	4.93583e-06
hsa-miR-5002-5p	leukocyte	depleted	3.97383e-06
hsa-miR-5002-5p	hematopoietic cell	depleted	3.75763e-05
hsa-miR-5008-3p	skeletal muscle myoblast	enriched	0.000258643
hsa-miR-5008-3p	hematopoietic cell	depleted	4.32707e-06
hsa-miR-5008-3p	leukocyte	depleted	7.53733e-06
hsa-miR-5010-3p	monocyte	enriched	4.34806e-20
hsa-miR-5010-3p	myeloid leukocyte	enriched	2.43366e-18
hsa-miR-5010-3p	phagocyte	enriched	1.23693e-17
hsa-miR-5010-3p	fibroblast	depleted	0.000100054
hsa-miR-5011-3p	pluripotent stem cell	enriched	7.69088e-14
hsa-miR-5011-3p	iPS	enriched	1.27382e-06
hsa-miR-5011-3p	embryonic stem cell	enriched	1.59103e-06
hsa-miR-5092	endo-epithelial cell	enriched	1.62568e-06
hsa-miR-5092	epithelial cell	enriched	4.79474e-05
hsa-miR-5092	respiratory epithelial cell	enriched	0.000117152
hsa-miR-5092	hematopoietic cell	depleted	2.22803e-05
hsa-miR-5092	leukocyte	depleted	3.9099e-05
hsa-miR-5094	renal cortical epithelial cell	enriched	1.27011e-05
hsa-miR-5094	pluripotent stem cell	enriched	3.56984e-05
hsa-miR-5094	kidney epithelial cell	enriched	0.000127785
hsa-miR-5094	hematopoietic cell	depleted	5.09136e-09
hsa-miR-5094	leukocyte	depleted	1.83084e-08
hsa-miR-5094	lymphocyte	depleted	4.79316e-05
hsa-miR-5187-3p	myeloid leukocyte	enriched	1.90233e-05
hsa-miR-5187-3p	hematopoietic cell	depleted	0.000225405
hsa-miR-5193	leukocyte	enriched	1.54383e-21
hsa-miR-5193	hematopoietic cell	enriched	1.09496e-20
hsa-miR-5193	myeloid leukocyte	enriched	1.07359e-07
hsa-miR-5193	lymphocyte	depleted	1.73327e-07
hsa-miR-5196-3p	B cell	enriched	3.12931e-10
hsa-miR-5196-3p	leukocyte	enriched	1.70595e-08
hsa-miR-5196-3p	hematopoietic cell	enriched	2.99232e-08
hsa-miR-5571-3p	B cell	depleted	9.29795e-05
hsa-miR-5579-3p	ectodermal cell	enriched	0.00013191
hsa-miR-5579-3p	hematopoietic cell	depleted	1.19111e-06
hsa-miR-5579-3p	leukocyte	depleted	2.47931e-06
hsa-miR-5579-3p	lining cell	depleted	2.84512e-05
hsa-miR-5586-5p	monocyte	enriched	1.22869e-12
hsa-miR-5586-5p	myeloid leukocyte	enriched	3.96797e-12
hsa-miR-5586-5p	phagocyte	enriched	2.50179e-09
hsa-miR-5586-5p	leukocyte	depleted	2.13182e-09
hsa-miR-5586-5p	hematopoietic cell	depleted	5.05954e-09
hsa-miR-5588-5p	Hepatocyte	enriched	2.8103e-09
hsa-miR-5588-5p	endodermal cell	enriched	6.98901e-07
hsa-miR-5588-5p	mesodermal cell	depleted	6.42622e-05
hsa-miR-5589-3p	Hepatocyte	enriched	8.20755e-09
hsa-miR-5590-5p	Hepatocyte	enriched	9.89176e-08
hsa-miR-5590-5p	endodermal cell	enriched	0.000294273
hsa-miR-5680	lymphocyte	enriched	2.78066e-06
hsa-miR-5680	natural killer cell	enriched	5.84691e-05
hsa-miR-5680	T cell	enriched	7.27457e-05
hsa-miR-5680	mesodermal cell	depleted	8.12277e-05
hsa-miR-5682-5p	pluripotent stem cell	enriched	7.07502e-05
hsa-miR-5683	neural cell	enriched	3.01516e-06
hsa-miR-5683	neuronal stem cell	enriched	4.27487e-06
hsa-miR-5683	stem cell	enriched	5.55248e-05
hsa-miR-5684	myeloid leukocyte	enriched	6.08695e-10
hsa-miR-5684	monocyte	enriched	1.13803e-06
hsa-miR-5684	phagocyte	enriched	5.54687e-05
hsa-miR-5684	leukocyte	depleted	3.01471e-09
hsa-miR-5684	hematopoietic cell	depleted	6.28996e-09
hsa-miR-5684	classical monocyte	depleted	0.000236864
hsa-miR-5688	embryonic stem cell	enriched	0.000170091
hsa-miR-5688	skeletal muscle myoblast	depleted	4.8052e-05
hsa-miR-5688	cell of skeletal muscle	depleted	8.20495e-05
hsa-miR-5690	leukocyte	enriched	9.54142e-12
hsa-miR-5690	monocyte	enriched	2.23905e-10
hsa-miR-5690	hematopoietic cell	enriched	2.9311e-10
hsa-miR-5690	epithelial cell	depleted	1.07882e-07
hsa-miR-5690	vascular associated smooth muscle cell	depleted	1.22518e-05
hsa-miR-5690	GAG secreting cell	depleted	2.23306e-05
hsa-miR-5695	neutrophil	enriched	1.58673e-06
hsa-miR-5695	extraembryonic cell	enriched	0.00012437
hsa-miR-5695	myeloid leukocyte	enriched	0.000213687
hsa-miR-5695	leukocyte	depleted	0.000122337
hsa-miR-5695	hematopoietic cell	depleted	0.000287404
hsa-miR-5696-3p	lymphocyte	enriched	9.83971e-13
hsa-miR-5696-3p	leukocyte	enriched	1.37862e-10
hsa-miR-5696-3p	hematopoietic cell	enriched	4.57208e-10
hsa-miR-5696-3p	mesodermal cell	depleted	1.01985e-05
hsa-miR-5696-3p	fibroblast	depleted	0.000102929
hsa-miR-5699-5p	myeloid leukocyte	enriched	2.35159e-09
hsa-miR-5699-5p	mast cell	enriched	3.85943e-07
hsa-miR-5699-5p	neural cell	enriched	7.51613e-05
hsa-miR-5699-5p	leukocyte	depleted	6.20819e-27
hsa-miR-5699-5p	hematopoietic cell	depleted	3.08438e-25
hsa-miR-5699-5p	lymphocyte	depleted	7.70963e-14
hsa-miR-5701	lymphocyte	enriched	1.13897e-10
hsa-miR-5701	B cell	enriched	2.17477e-09
hsa-miR-5701	CD8-positive, alpha-beta T cell	enriched	0.00018601
hsa-miR-5701	mesodermal cell	depleted	3.73936e-09
hsa-miR-5701	leukocyte	depleted	6.43353e-08
hsa-miR-5701	hematopoietic cell	depleted	1.23708e-07
hsa-miR-5706	B cell	enriched	0.000208882
hsa-miR-5706	hematopoietic cell	depleted	6.98096e-05
hsa-miR-5706	leukocyte	depleted	7.99418e-05
hsa-miR-6125	leukocyte	depleted	3.03824e-08
hsa-miR-6125	hematopoietic cell	depleted	1.02195e-07
hsa-miR-6132-3p	muscle cell	enriched	8.1813e-09
hsa-miR-6132-3p	smooth muscle cell	enriched	3.04196e-08
hsa-miR-6132-3p	mesodermal cell	enriched	3.88571e-08
hsa-miR-6132-3p	leukocyte	depleted	1.88476e-11
hsa-miR-6132-3p	hematopoietic cell	depleted	1.16984e-08
hsa-miR-6132-3p	myeloid leukocyte	depleted	2.65207e-05
hsa-miR-6499-5p	epithelial cell	enriched	3.17002e-14
hsa-miR-6499-5p	endo-epithelial cell	enriched	6.04856e-11
hsa-miR-6499-5p	general ecto-epithelial cell	enriched	5.4008e-09
hsa-miR-6499-5p	mesodermal cell	depleted	1.10988e-07
hsa-miR-6500-3p	GAG secreting cell	enriched	4.10027e-05
hsa-miR-6500-3p	epithelial cell	depleted	2.17652e-05
hsa-miR-6501-5p	leukocyte	enriched	1.07115e-22
hsa-miR-6501-5p	hematopoietic cell	enriched	3.02211e-21
hsa-miR-6501-5p	myeloid leukocyte	enriched	1.15964e-11
hsa-miR-6502-5p	myeloid leukocyte	enriched	4.85011e-20
hsa-miR-6502-5p	leukocyte	enriched	8.55066e-17
hsa-miR-6502-5p	hematopoietic cell	enriched	4.85617e-16
hsa-miR-6503-3p	leukocyte	enriched	4.28786e-30
hsa-miR-6503-3p	hematopoietic cell	enriched	7.61603e-29
hsa-miR-6503-3p	myeloid leukocyte	enriched	1.05258e-19
hsa-miR-6503-3p	B cell	depleted	7.41317e-06
hsa-miR-6503-3p	lymphocyte	depleted	1.50459e-05
hsa-miR-6503-3p	epithelial cell	depleted	3.62078e-05
hsa-miR-6510-3p	epithelial cell	enriched	5.75351e-17
hsa-miR-6510-3p	endo-epithelial cell	enriched	2.01235e-12
hsa-miR-6510-3p	endodermal cell	enriched	5.66284e-10
hsa-miR-6510-3p	lining cell	depleted	4.11761e-07
hsa-miR-6510-3p	meso-epithelial cell	depleted	1.21567e-06
hsa-miR-6510-3p	endothelial cell	depleted	0.000107986
hsa-miR-6511a-3p	Fibroblast - Mammary	enriched	9.14299e-16
hsa-miR-6511a-3p	fibroblast	enriched	4.86056e-09
hsa-miR-6511b-3p	Fibroblast - Mammary	enriched	1.82728e-12
hsa-miR-6513-5p	keratinocyte	enriched	0.000104641
hsa-miR-6513-5p	leukocyte	depleted	0.000183598
hsa-miR-6516-3p	leukocyte	enriched	3.06452e-08
hsa-miR-6516-3p	endothelial cell	enriched	9.27624e-08
hsa-miR-6516-3p	endothelial cell of lymphatic vessel	enriched	1.46989e-07
hsa-miR-6516-3p	vascular associated smooth muscle cell	depleted	7.24904e-05
hsa-miR-6516-3p	pluripotent stem cell	depleted	9.68603e-05
hsa-miR-6516-3p	preadipocyte	depleted	0.000283516
hsa-miR-6715a-3p	Hepatocyte	enriched	1.6221e-09
hsa-miR-6715a-3p	endodermal cell	enriched	5.93285e-06
hsa-miR-6716-3p	mesodermal cell	enriched	7.3809e-07
hsa-miR-6716-3p	muscle cell	enriched	3.27015e-06
hsa-miR-6716-3p	fibroblast	enriched	2.7399e-05
hsa-miR-6716-3p	leukocyte	depleted	9.21889e-32
hsa-miR-6716-3p	hematopoietic cell	depleted	2.3588e-29
hsa-miR-6716-3p	lymphocyte	depleted	2.84618e-15
hsa-miR-6718-5p	leukocyte	enriched	5.32268e-13
hsa-miR-6718-5p	hematopoietic cell	enriched	1.34898e-12
hsa-miR-6718-5p	monocyte	enriched	1.48472e-09
hsa-miR-6720-5p	fibroblast	enriched	1.66579e-05
hsa-miR-6720-5p	leukocyte	depleted	0.000158059
hsa-miR-6721-5p	monocyte	enriched	0.000146749
hsa-miR-6731-3p	hematopoietic cell	enriched	4.54971e-25
hsa-miR-6731-3p	leukocyte	enriched	6.05468e-25
hsa-miR-6731-3p	lymphocyte	enriched	2.4547e-18
hsa-miR-6731-3p	myeloid leukocyte	depleted	6.17329e-08
hsa-miR-6731-3p	epithelial cell	depleted	0.000293491
hsa-miR-6732-3p	respiratory epithelial cell	enriched	1.48817e-06
hsa-miR-6732-3p	epithelial cell of lower respiratory tract	enriched	3.70759e-06
hsa-miR-6732-3p	epithelial cell	enriched	6.89237e-06
hsa-miR-6737-3p	epithelial cell of amnion	enriched	0.00014439
hsa-miR-6738-3p	monocyte	enriched	0.000152436
hsa-miR-6741-3p	leukocyte	enriched	4.58008e-07
hsa-miR-6741-3p	hematopoietic cell	enriched	1.75465e-06
hsa-miR-6741-3p	neutrophil	enriched	7.28332e-06
hsa-miR-6746-3p	leukocyte	depleted	2.97195e-06
hsa-miR-6746-3p	hematopoietic cell	depleted	6.60486e-05
hsa-miR-6747-3p	retinal pigment epithelial cell	enriched	4.95102e-08
hsa-miR-6747-3p	epithelial cell	enriched	7.6196e-08
hsa-miR-6747-3p	pigment cell	enriched	1.34973e-06
hsa-miR-6747-3p	mesodermal cell	depleted	0.000244833
hsa-miR-6749-3p	neutrophil	enriched	0.000197421
hsa-miR-6750-3p	epithelial cell of amnion	enriched	1.47706e-06
hsa-miR-6750-3p	extraembryonic cell	enriched	0.000261407
hsa-miR-6756-3p	endothelial cell	enriched	5.07154e-25
hsa-miR-6756-3p	endothelial cell of vascular tree	enriched	2.01374e-19
hsa-miR-6756-3p	lining cell	enriched	3.764e-18
hsa-miR-6756-3p	hematopoietic cell	depleted	2.6067e-07
hsa-miR-6756-3p	leukocyte	depleted	5.20461e-07
hsa-miR-6756-3p	muscle cell	depleted	6.15575e-05
hsa-miR-6757-3p	hematopoietic cell	depleted	7.08779e-06
hsa-miR-6757-3p	leukocyte	depleted	1.06649e-05
hsa-miR-6757-3p	fat cell	depleted	0.00031969
hsa-miR-6760-3p	neuronal stem cell	enriched	3.01868e-05
hsa-miR-6761-5p	pluripotent stem cell	enriched	0.0001689
hsa-miR-6761-5p	iPS	enriched	0.000217583
hsa-miR-6765-3p	epithelial cell	enriched	5.57378e-12
hsa-miR-6765-3p	endo-epithelial cell	enriched	3.60187e-09
hsa-miR-6765-3p	endodermal cell	enriched	3.80109e-07
hsa-miR-6769b-3p	leukocyte	enriched	6.79147e-19
hsa-miR-6769b-3p	hematopoietic cell	enriched	8.68568e-18
hsa-miR-6769b-3p	lymphocyte	enriched	1.988e-10
hsa-miR-6770-3p	mesenchymal stem cell	enriched	0.000301576
hsa-miR-6770-3p	B cell	depleted	1.47562e-05
hsa-miR-6770-3p	lymphocyte	depleted	2.3012e-05
hsa-miR-6771-3p	leukocyte	depleted	2.73173e-06
hsa-miR-6771-3p	hematopoietic cell	depleted	3.97384e-06
hsa-miR-6771-3p	myeloid leukocyte	depleted	7.54424e-05
hsa-miR-6773-5p	epithelial cell	enriched	1.03495e-12
hsa-miR-6773-5p	endodermal cell	enriched	1.31918e-08
hsa-miR-6773-5p	endo-epithelial cell	enriched	1.6248e-08
hsa-miR-6773-5p	mesodermal cell	depleted	5.19727e-06
hsa-miR-6774-3p	leukocyte	enriched	3.4535e-20
hsa-miR-6774-3p	hematopoietic cell	enriched	1.91766e-19
hsa-miR-6774-3p	monocyte	enriched	2.02558e-17
hsa-miR-6774-3p	B cell	depleted	8.94736e-05
hsa-miR-6774-3p	lymphocyte	depleted	0.00010141
hsa-miR-6775-3p	epithelial cell	enriched	9.13458e-13
hsa-miR-6775-3p	ecto-epithelial cell	enriched	1.80486e-06
hsa-miR-6775-3p	corneal epithelial cell	enriched	7.77611e-06
hsa-miR-6775-3p	mesodermal cell	depleted	1.41337e-09
hsa-miR-6775-3p	muscle cell	depleted	9.46499e-06
hsa-miR-6775-3p	smooth muscle cell	depleted	2.62155e-05
hsa-miR-6776-3p	epithelial cell	enriched	1.2879e-05
hsa-miR-6777-3p	epithelial cell	enriched	8.36531e-06
hsa-miR-6777-3p	endodermal cell	enriched	0.000111886
hsa-miR-6780b-3p	myeloid leukocyte	enriched	9.43882e-05
hsa-miR-6780b-3p	leukocyte	depleted	1.94105e-05
hsa-miR-6780b-3p	hematopoietic cell	depleted	3.49698e-05
hsa-miR-6783-3p	pluripotent stem cell	enriched	9.09247e-05
hsa-miR-6784-3p	epithelial cell of amnion	enriched	5.8183e-07
hsa-miR-6784-3p	extraembryonic cell	enriched	1.75204e-06
hsa-miR-6784-3p	epithelial cell	enriched	0.000175527
hsa-miR-6784-3p	hematopoietic cell	depleted	2.40385e-09
hsa-miR-6784-3p	leukocyte	depleted	8.31637e-09
hsa-miR-6784-3p	lymphocyte	depleted	2.74978e-06
hsa-miR-6787-3p	mesodermal cell	enriched	0.000229337
hsa-miR-6787-3p	neutrophil	enriched	0.000280761
hsa-miR-6788-3p	lining cell	enriched	3.80483e-05
hsa-miR-6788-3p	endothelial cell of hepatic sinusoid	enriched	8.96296e-05
hsa-miR-6788-3p	stromal cell	depleted	9.34593e-05
hsa-miR-6793-3p	leukocyte	depleted	3.23714e-06
hsa-miR-6793-3p	hematopoietic cell	depleted	1.23144e-05
hsa-miR-6797-3p	lymphocyte	depleted	7.76338e-06
hsa-miR-6797-3p	T cell	depleted	0.000291646
hsa-miR-6798-3p	hematopoietic cell	depleted	5.39458e-07
hsa-miR-6798-3p	leukocyte	depleted	7.51849e-07
hsa-miR-6798-3p	myeloid leukocyte	depleted	4.4347e-05
hsa-miR-6799-5p	annulus pulposus cell	enriched	8.15084e-05
hsa-miR-6802-3p	leukocyte	enriched	1.34794e-16
hsa-miR-6802-3p	hematopoietic cell	enriched	1.95735e-15
hsa-miR-6802-3p	myeloid leukocyte	enriched	3.06999e-08
hsa-miR-6803-3p	leukocyte	enriched	9.36041e-30
hsa-miR-6803-3p	hematopoietic cell	enriched	4.19437e-28
hsa-miR-6803-3p	lymphocyte	enriched	3.02004e-10
hsa-miR-6803-3p	muscle cell	depleted	1.22635e-05
hsa-miR-6803-3p	epithelial cell	depleted	1.80572e-05
hsa-miR-6803-3p	smooth muscle cell	depleted	2.71427e-05
hsa-miR-6804-5p	leukocyte	depleted	0.000205653
hsa-miR-6804-5p	hematopoietic cell	depleted	0.000282761
hsa-miR-6807-3p	endo-epithelial cell	enriched	0.000173687
hsa-miR-6807-3p	kidney epithelial cell	enriched	0.000292215
hsa-miR-6807-3p	hematopoietic cell	depleted	6.47915e-05
hsa-miR-6807-3p	leukocyte	depleted	0.000127215
hsa-miR-6810-3p	monocyte	enriched	3.34771e-10
hsa-miR-6810-3p	myeloid leukocyte	enriched	1.89484e-08
hsa-miR-6810-3p	phagocyte	enriched	8.49011e-07
hsa-miR-6813-5p	myeloid leukocyte	enriched	4.65164e-08
hsa-miR-6813-5p	phagocyte	enriched	6.52017e-08
hsa-miR-6813-5p	monocyte	enriched	4.28586e-06
hsa-miR-6813-5p	leukocyte	depleted	1.71376e-10
hsa-miR-6813-5p	hematopoietic cell	depleted	4.21459e-10
hsa-miR-6815-5p	endothelial cell	enriched	0.000101649
hsa-miR-6815-5p	endothelial cell of vascular tree	enriched	0.00013069
hsa-miR-6817-3p	keratinocyte	enriched	0.000196493
hsa-miR-6818-3p	neutrophil	enriched	4.18171e-05
hsa-miR-6819-3p	epithelial cell	enriched	6.96541e-08
hsa-miR-6819-3p	neutrophil	enriched	1.72265e-05
hsa-miR-6827-3p	leukocyte	depleted	3.64275e-10
hsa-miR-6827-3p	hematopoietic cell	depleted	1.83006e-07
hsa-miR-6827-3p	lymphocyte	depleted	8.09033e-05
hsa-miR-6833-3p	myeloid leukocyte	enriched	7.39407e-05
hsa-miR-6833-3p	hematopoietic cell	depleted	0.000104005
hsa-miR-6833-3p	leukocyte	depleted	0.000196125
hsa-miR-6837-3p	leukocyte	enriched	1.45214e-11
hsa-miR-6837-3p	hematopoietic cell	enriched	7.04715e-11
hsa-miR-6837-3p	myeloid leukocyte	enriched	8.40961e-10
hsa-miR-6837-3p	fibroblast	depleted	0.000220838
hsa-miR-6842-3p	leukocyte	enriched	1.59894e-34
hsa-miR-6842-3p	hematopoietic cell	enriched	5.33537e-32
hsa-miR-6842-3p	myeloid leukocyte	enriched	6.60878e-12
hsa-miR-6842-3p	muscle cell	depleted	7.89588e-10
hsa-miR-6842-3p	smooth muscle cell	depleted	1.66614e-07
hsa-miR-6842-3p	endothelial cell	depleted	2.55644e-07
hsa-miR-6843-3p	secretory cell	depleted	0.0001771
hsa-miR-6844	epithelial cell	enriched	1.69301e-05
hsa-miR-6844	lymphocyte	depleted	4.5463e-05
hsa-miR-6850-3p	epithelial cell	enriched	1.94346e-05
hsa-miR-6850-3p	glomerular cell	enriched	2.33937e-05
hsa-miR-6850-3p	endo-epithelial cell	enriched	0.000103968
hsa-miR-6852-5p	neutrophil	enriched	2.14355e-06
hsa-miR-6852-5p	leukocyte	enriched	1.29989e-05
hsa-miR-6852-5p	hematopoietic cell	enriched	1.37146e-05
hsa-miR-6854-5p	myeloid leukocyte	enriched	2.3873e-07
hsa-miR-6854-5p	monocyte	enriched	1.44048e-06
hsa-miR-6854-5p	phagocyte	enriched	1.44997e-05
hsa-miR-6854-5p	leukocyte	depleted	1.39503e-05
hsa-miR-6854-5p	hematopoietic cell	depleted	2.9172e-05
hsa-miR-6855-3p	leukocyte	enriched	6.53265e-11
hsa-miR-6855-3p	hematopoietic cell	enriched	2.02249e-10
hsa-miR-6855-3p	neutrophil	enriched	2.91864e-08
hsa-miR-6855-3p	mesodermal cell	depleted	9.73787e-05
hsa-miR-6857-3p	mesodermal cell	enriched	0.000173013
hsa-miR-6858-3p	lymphocyte	depleted	1.19583e-05
hsa-miR-6866-5p	B cell	enriched	2.67362e-05
hsa-miR-6866-5p	lymphocyte	depleted	0.000189887
hsa-miR-6866-5p	leukocyte	depleted	0.000297179
hsa-miR-6868-3p	leukocyte	depleted	1.98565e-07
hsa-miR-6868-3p	hematopoietic cell	depleted	8.88947e-07
hsa-miR-6868-3p	lymphocyte	depleted	1.1186e-05
hsa-miR-6870-3p	epithelial cell	enriched	4.80698e-06
hsa-miR-6870-3p	endo-epithelial cell	enriched	0.000220052
hsa-miR-6879-3p	hematopoietic cell	depleted	7.19372e-09
hsa-miR-6879-3p	leukocyte	depleted	1.24384e-08
hsa-miR-6881-3p	respiratory epithelial cell	enriched	1.8182e-06
hsa-miR-6881-3p	cell of skeletal muscle	enriched	1.77324e-05
hsa-miR-6881-3p	epithelial cell of lower respiratory tract	enriched	2.86648e-05
hsa-miR-6882-5p	hematopoietic cell	depleted	0.000160473
hsa-miR-6882-5p	leukocyte	depleted	0.000236619
hsa-miR-6886-5p	epithelial cell	enriched	8.42916e-09
hsa-miR-6886-5p	leukocyte	depleted	2.6743e-08
hsa-miR-6886-5p	hematopoietic cell	depleted	3.52288e-08
hsa-miR-6886-5p	lymphocyte	depleted	1.84026e-05
hsa-miR-6887-3p	endo-epithelial cell	enriched	7.64349e-06
hsa-miR-6887-3p	epithelial cell	enriched	3.77551e-05
hsa-miR-6887-3p	endodermal cell	enriched	0.000307542
hsa-miR-6888-3p	meso-epithelial cell	enriched	5.72233e-05
hsa-miR-6888-3p	endothelial cell	enriched	6.10365e-05
hsa-miR-6888-3p	endothelial cell of vascular tree	enriched	6.6731e-05
hsa-miR-6889-3p	lining cell	enriched	1.34437e-05
hsa-miR-6889-3p	squamous epithelial cell	enriched	1.48658e-05
hsa-miR-6889-3p	epithelial cell	enriched	2.66286e-05
hsa-miR-6889-3p	leukocyte	depleted	0.000117034
hsa-miR-6894-3p	neutrophil	enriched	8.14475e-05
hsa-miR-6894-3p	leukocyte	depleted	7.42009e-05
hsa-miR-7111-3p	iPS	enriched	0.000130761
hsa-miR-7114-3p	Nucleus Pulposus Cell	enriched	0.00030384
hsa-miR-7152-3p	phagocyte	enriched	5.51805e-06
hsa-miR-7152-3p	monocyte	enriched	1.84197e-05
hsa-miR-7152-3p	leukocyte	depleted	1.8927e-06
hsa-miR-7152-3p	hematopoietic cell	depleted	2.50711e-06
hsa-miR-7152-3p	myeloid leukocyte	depleted	8.60085e-06
hsa-miR-7155-3p	general ecto-epithelial cell	enriched	2.23325e-06
hsa-miR-7155-3p	neutrophil	enriched	2.47595e-06
hsa-miR-7155-3p	epidermal cell	enriched	0.000247457
hsa-miR-7158-3p	retinal pigment epithelial cell	enriched	1.77424e-06
hsa-miR-7158-3p	mesothelial cell	enriched	0.000150911
hsa-miR-7158-3p	mesodermal cell	depleted	0.000176526
hsa-miR-7641	embryonic stem cell	enriched	3.20023e-12
hsa-miR-7641	pluripotent stem cell	enriched	5.05845e-12
hsa-miR-7641	stem cell	enriched	8.32805e-11
hsa-miR-7641	mesodermal cell	depleted	2.38537e-05
hsa-miR-7641-2-3p	annulus pulposus cell	enriched	4.97701e-08
hsa-miR-7641-2-3p	pluripotent stem cell	enriched	9.39563e-08
hsa-miR-7641-2-3p	embryonic stem cell	enriched	1.07449e-07
